Perturbation	Ensemble average response
[GAB_fi]-[PTPN6i]	2.9759036144578315
[GAB_fi]-[SYKi]	2.9698795180722892
[GAB_fi]-[CASP9i]	2.9975903614457833
[GAB_fi]-[PDPK1i]	2.530878859857482
[GAB_fi]-[ILKi]	2.95935960591133
[GAB_fi]-[PAK1i]	2.95935960591133
[GAB_fi]-[MEK_fi]	2.9767441860465116
[GAB_fi]-[SOCS1_gi]	2.967391304347826
[GAB_fi]-[mTORC1_ci]	2.9635036496350367
[GAB_fi]-[PRKCDi]	2.975669099756691
[GAB_fi]-[PLK1i]	2.971223021582734
[GAB_fi]-[MAPKAPK2i]	2.9714285714285715
[GAB_fi]-[IRAK1i]	2.9751861042183623
[GAB_fi]-[ISGF3_ci]	2.9759036144578315
[GAB_fi]-[SOCS1i]	2.967391304347826
[GAB_fi]-[STAT3i]	2.9710843373493976
[GAB_fi]-[STAT1i]	2.967391304347826
[GAB_fi]-[STAT2i]	2.9759036144578315
[GAB_fi]-[JAK_fi]	2.9759036144578315
[GAB_fi]-[AXIN1i]	2.973045822102426
[GAB_fi]-[MDM2i]	2.5807365439093486
[GAB_fi]-[CK1_fi]	2.9759036144578315
[GAB_fi]-[ITCHi]	2.9563318777292578
[GAB_fi]-[TP53i]	2.9759036144578315
[GAB_fi]-[NFKB_fi]	2.978313253012048
[GAB_fi]-[IKBKBi]	2.9713375796178343
[GAB_fi]-[REL_fi]	2.9759036144578315
[GAB_fi]-[PIAS1i]	2.9757869249394675
[GAB_fi]-[AKT_fi]	1.8609467455621302
[GAB_fi]-[MAPK14i]	2.8922518159806296
[GAB_fi]-[CBPp300_ci]	2.897905759162304
[GAB_fi]-[SKIi]	2.9759036144578315
[GAB_fi]-[PPM1Ai]	2.9759036144578315
[GAB_fi]-[ERK_fi]	2.9233716475095783
[GAB_fi]-[GSK3_fi]	2.9759036144578315
[GAB_fi]-[PPP1CAi]	2.9975903614457833
[GAB_fi]-[TAB_fi]	2.971590909090909
[GAB_fi]-[MAP3K7i]	2.971590909090909
[GAB_fi]-[SMAD4i]	2.9759036144578315
[GAB_fi]-[SMAD1i]	2.9759036144578315
[GAB_fi]-[SMAD5i]	2.9759036144578315
[GAB_fi]-[BMPR2i]	2.9759036144578315
[GAB_fi]-[ACVR1i]	2.9759036144578315
[GAB_fi]-[SRCi]	2.9759036144578315
[GAB_fi]-[SMAD3i]	2.9759036144578315
[GAB_fi]-[SHC1i]	2.9759036144578315
[GAB_fi]-[SMAD6i]	2.974514563106796
[GAB_fi]-[TRAF6i]	2.9740259740259742
[GAB_fi]-[SMAD7i]	2.9806295399515736
[GAB_fi]-[SMURF1i]	2.974937343358396
[GAB_fi]-[SMURF2i]	2.940963855421687
[GAB_fi]-[SMAD2i]	2.972826086956522
[GAB_fi]-[TGFBR2i]	2.9757281553398056
[GAB_fi]-[TGFBR1i]	2.9757281553398056
[GAB_fi]-[DVL_fi]	2.9759036144578315
[GAB_fi]-[DAAM1i]	2.9759036144578315
[GAB_fi]-[PARD6Ai]	2.9759036144578315
[GAB_fi]-[AP1_ci]	2.9443069306930694
[GAB_fi]-[MYCi]	1.9691876750700281
[GAB_fi]-[JUNi]	2.9759036144578315
[GAB_fi]-[ATF2i]	2.9759036144578315
[GAB_fi]-[FOSi]	2.9759036144578315
[GAB_fi]-[SRFi]	2.9759036144578315
[GAB_fi]-[PTENi]	2.9759036144578315
[GAB_fi]-[CFL_fi]	2.9759036144578315
[GAB_fi]-[LIMK1i]	2.9759036144578315
[GAB_fi]-[LIMK2i]	2.9759036144578315
[GAB_fi]-[CDC42i]	2.9759036144578315
[GAB_fi]-[ARHGAP24i]	2.978313253012048
[GAB_fi]-[RAC_fi]	2.9611486486486487
[GAB_fi]-[TIAM1i]	2.9759036144578315
[GAB_fi]-[RHOAi]	2.9759036144578315
[GAB_fi]-[RND3i]	2.9759036144578315
[GAB_fi]-[CASP3i]	2.978313253012048
[GAB_fi]-[JNK_fi]	2.9563318777292578
[GAB_fi]-[MAP2K7i]	2.9759036144578315
[GAB_fi]-[MAPK8IP3i]	2.9759036144578315
[GAB_fi]-[ROCK1i]	2.978313253012048
[GAB_fi]-[Prosurvivali]	2.9759036144578315
[GAB_fi]-[Antisurvivali]	2.9759036144578315
[PTPN11i]-[GRAP2i]	2.976923076923077
[PTPN11i]-[MAP3K11i]	2.976923076923077
[PTPN11i]-[MAP3K4i]	2.976923076923077
[PTPN11i]-[MAP2K4i]	2.98989898989899
[PTPN11i]-[DUSP1i]	2.8337950138504153
[PTPN11i]-[MAP3K5i]	2.976923076923077
[PTPN11i]-[MAP2K3i]	2.976923076923077
[PTPN11i]-[DUSP6i]	2.971590909090909
[PTPN11i]-[RAF_fi]	2.98
[PTPN11i]-[KRASi]	2.9807073954983925
[PTPN11i]-[RTPK_fi]	2.091666666666667
[PTPN11i]-[SOS1i]	2.9807073954983925
[PTPN11i]-[GRB2i]	2.9759036144578315
[PTPN11i]-[PLCG1i]	2.976923076923077
[PTPN11i]-[PTPN6i]	2.976923076923077
[PTPN11i]-[SYKi]	2.9705128205128206
[PTPN11i]-[CASP9i]	3.0
[PTPN11i]-[PDPK1i]	2.530878859857482
[PTPN11i]-[ILKi]	2.9653846153846155
[PTPN11i]-[PAK1i]	2.9653846153846155
[PTPN11i]-[MEK_fi]	2.9767441860465116
[PTPN11i]-[SOCS1_gi]	2.967821782178218
[PTPN11i]-[mTORC1_ci]	2.963855421686747
[PTPN11i]-[PRKCDi]	2.976683937823834
[PTPN11i]-[PLK1i]	2.9784172661870505
[PTPN11i]-[MAPKAPK2i]	2.9768041237113403
[PTPN11i]-[IRAK1i]	2.975806451612903
[PTPN11i]-[ISGF3_ci]	2.976923076923077
[PTPN11i]-[SOCS1i]	2.967821782178218
[PTPN11i]-[STAT3i]	2.976923076923077
[PTPN11i]-[STAT1i]	2.967821782178218
[PTPN11i]-[STAT2i]	2.976923076923077
[PTPN11i]-[JAK_fi]	2.976923076923077
[PTPN11i]-[AXIN1i]	2.9739884393063583
[PTPN11i]-[MDM2i]	2.5807365439093486
[PTPN11i]-[CK1_fi]	2.976923076923077
[PTPN11i]-[ITCHi]	2.9541284403669725
[PTPN11i]-[TP53i]	2.976923076923077
[PTPN11i]-[NFKB_fi]	2.976923076923077
[PTPN11i]-[IKBKBi]	2.9713375796178343
[PTPN11i]-[REL_fi]	2.976923076923077
[PTPN11i]-[PIAS1i]	2.9768041237113403
[PTPN11i]-[AKT_fi]	1.8620689655172413
[PTPN11i]-[MAPK14i]	2.8929503916449084
[PTPN11i]-[CBPp300_ci]	2.892857142857143
[PTPN11i]-[SKIi]	2.976923076923077
[PTPN11i]-[PPM1Ai]	2.976923076923077
[PTPN11i]-[ERK_fi]	2.9233716475095783
[PTPN11i]-[GSK3_fi]	2.976923076923077
[PTPN11i]-[PPP1CAi]	3.0
[PTPN11i]-[TAB_fi]	2.9713375796178343
[PTPN11i]-[MAP3K7i]	2.9713375796178343
[PTPN11i]-[SMAD4i]	2.976923076923077
[PTPN11i]-[SMAD1i]	2.976923076923077
[PTPN11i]-[SMAD5i]	2.976923076923077
[PTPN11i]-[BMPR2i]	2.976923076923077
[PTPN11i]-[ACVR1i]	2.976923076923077
[PTPN11i]-[SRCi]	2.976923076923077
[PTPN11i]-[SMAD3i]	2.976923076923077
[PTPN11i]-[SHC1i]	2.9759036144578315
[PTPN11i]-[SMAD6i]	2.9746192893401013
[PTPN11i]-[TRAF6i]	2.9745762711864407
[PTPN11i]-[SMAD7i]	2.982188295165394
[PTPN11i]-[SMURF1i]	2.9758713136729225
[PTPN11i]-[SMURF2i]	2.93974358974359
[PTPN11i]-[SMAD2i]	2.973913043478261
[PTPN11i]-[TGFBR2i]	2.9767441860465116
[PTPN11i]-[TGFBR1i]	2.9767441860465116
[PTPN11i]-[DVL_fi]	2.976923076923077
[PTPN11i]-[DAAM1i]	2.976923076923077
[PTPN11i]-[PARD6Ai]	2.976923076923077
[PTPN11i]-[AP1_ci]	2.9563492063492065
[PTPN11i]-[MYCi]	1.970414201183432
[PTPN11i]-[JUNi]	2.976923076923077
[PTPN11i]-[ATF2i]	2.976923076923077
[PTPN11i]-[FOSi]	2.976923076923077
[PTPN11i]-[SRFi]	2.976923076923077
[PTPN11i]-[PTENi]	2.976923076923077
[PTPN11i]-[CFL_fi]	2.976923076923077
[PTPN11i]-[LIMK1i]	2.976923076923077
[PTPN11i]-[LIMK2i]	2.976923076923077
[PTPN11i]-[CDC42i]	2.976923076923077
[PTPN11i]-[ARHGAP24i]	2.976923076923077
[PTPN11i]-[RAC_fi]	2.9649446494464944
[PTPN11i]-[TIAM1i]	2.976923076923077
[PTPN11i]-[RHOAi]	2.976923076923077
[PTPN11i]-[RND3i]	2.976923076923077
[PTPN11i]-[CASP3i]	2.976923076923077
[PTPN11i]-[JNK_fi]	2.9541284403669725
[PTPN11i]-[MAP2K7i]	2.976923076923077
[PTPN11i]-[MAPK8IP3i]	2.976923076923077
[PTPN11i]-[ROCK1i]	2.976923076923077
[PTPN11i]-[Prosurvivali]	2.976923076923077
[PTPN11i]-[Antisurvivali]	2.976923076923077
[GRAP2i]-[MAP3K11i]	2.98
[GRAP2i]-[MAP3K4i]	2.98
[GRAP2i]-[MAP2K4i]	2.9913793103448274
[GRAP2i]-[DUSP1i]	2.8434579439252334
[GRAP2i]-[MAP3K5i]	2.98
[GRAP2i]-[MAP2K3i]	2.98
[GRAP2i]-[DUSP6i]	2.971590909090909
[GRAP2i]-[RAF_fi]	2.98
[GRAP2i]-[KRASi]	2.9807073954983925
[GRAP2i]-[RTPK_fi]	2.111638954869359
[GRAP2i]-[SOS1i]	2.9859154929577465
[GRAP2i]-[GRB2i]	2.9759036144578315
[GRAP2i]-[PLCG1i]	2.98
[GRAP2i]-[PTPN6i]	2.98
[GRAP2i]-[SYKi]	2.9744444444444444
[GRAP2i]-[CASP9i]	3.0
[GRAP2i]-[PDPK1i]	2.5591517857142856
[GRAP2i]-[ILKi]	2.97
[GRAP2i]-[PAK1i]	2.97
[GRAP2i]-[MEK_fi]	2.9767441860465116
[GRAP2i]-[SOCS1_gi]	2.9706546275395036
[GRAP2i]-[mTORC1_ci]	2.970873786407767
[GRAP2i]-[PRKCDi]	2.9794050343249427
[GRAP2i]-[PLK1i]	2.9789719626168223
[GRAP2i]-[MAPKAPK2i]	2.9799107142857144
[GRAP2i]-[IRAK1i]	2.9793103448275864
[GRAP2i]-[ISGF3_ci]	2.98
[GRAP2i]-[SOCS1i]	2.9706546275395036
[GRAP2i]-[STAT3i]	2.98
[GRAP2i]-[STAT1i]	2.9706546275395036
[GRAP2i]-[STAT2i]	2.98
[GRAP2i]-[JAK_fi]	2.98
[GRAP2i]-[AXIN1i]	2.977777777777778
[GRAP2i]-[MDM2i]	2.562043795620438
[GRAP2i]-[CK1_fi]	2.98
[GRAP2i]-[ITCHi]	2.96
[GRAP2i]-[TP53i]	2.98
[GRAP2i]-[NFKB_fi]	2.98
[GRAP2i]-[IKBKBi]	2.977272727272727
[GRAP2i]-[REL_fi]	2.98
[GRAP2i]-[PIAS1i]	2.9799107142857144
[GRAP2i]-[AKT_fi]	1.844504021447721
[GRAP2i]-[MAPK14i]	2.9055299539170507
[GRAP2i]-[CBPp300_ci]	2.902439024390244
[GRAP2i]-[SKIi]	2.98
[GRAP2i]-[PPM1Ai]	2.98
[GRAP2i]-[ERK_fi]	2.9233716475095783
[GRAP2i]-[GSK3_fi]	2.98
[GRAP2i]-[PPP1CAi]	3.0
[GRAP2i]-[TAB_fi]	2.977272727272727
[GRAP2i]-[MAP3K7i]	2.977272727272727
[GRAP2i]-[SMAD4i]	2.98
[GRAP2i]-[SMAD1i]	2.98
[GRAP2i]-[SMAD5i]	2.98
[GRAP2i]-[BMPR2i]	2.98
[GRAP2i]-[ACVR1i]	2.98
[GRAP2i]-[SRCi]	2.98
[GRAP2i]-[SMAD3i]	2.98
[GRAP2i]-[SHC1i]	2.9759036144578315
[GRAP2i]-[SMAD6i]	2.977578475336323
[GRAP2i]-[TRAF6i]	2.9787735849056602
[GRAP2i]-[SMAD7i]	2.984375
[GRAP2i]-[SMURF1i]	2.979020979020979
[GRAP2i]-[SMURF2i]	2.9466666666666668
[GRAP2i]-[SMAD2i]	2.977329974811083
[GRAP2i]-[TGFBR2i]	2.98
[GRAP2i]-[TGFBR1i]	2.98
[GRAP2i]-[DVL_fi]	2.98
[GRAP2i]-[DAAM1i]	2.98
[GRAP2i]-[PARD6Ai]	2.98
[GRAP2i]-[AP1_ci]	2.9621559633027523
[GRAP2i]-[MYCi]	1.9668367346938775
[GRAP2i]-[JUNi]	2.98
[GRAP2i]-[ATF2i]	2.98
[GRAP2i]-[FOSi]	2.98
[GRAP2i]-[SRFi]	2.98
[GRAP2i]-[PTENi]	2.98
[GRAP2i]-[CFL_fi]	2.98
[GRAP2i]-[LIMK1i]	2.98
[GRAP2i]-[LIMK2i]	2.98
[GRAP2i]-[CDC42i]	2.98
[GRAP2i]-[ARHGAP24i]	2.98
[GRAP2i]-[RAC_fi]	2.977203647416413
[GRAP2i]-[TIAM1i]	2.98
[GRAP2i]-[RHOAi]	2.98
[GRAP2i]-[RND3i]	2.98
[GRAP2i]-[CASP3i]	2.98
[GRAP2i]-[JNK_fi]	2.96
[GRAP2i]-[MAP2K7i]	2.98
[GRAP2i]-[MAPK8IP3i]	2.98
[GRAP2i]-[ROCK1i]	2.98
[GRAP2i]-[Prosurvivali]	2.98
[GRAP2i]-[Antisurvivali]	2.98
[MAP3K11i]-[MAP3K4i]	2.9907120743034055
[MAP3K11i]-[MAP2K4i]	2.9913793103448274
[MAP3K11i]-[DUSP1i]	2.8434579439252334
[MAP3K11i]-[MAP3K5i]	2.98
[MAP3K11i]-[MAP2K3i]	2.98
[MAP3K11i]-[DUSP6i]	2.971590909090909
[MAP3K11i]-[RAF_fi]	2.98
[MAP3K11i]-[KRASi]	2.9807073954983925
[MAP3K11i]-[RTPK_fi]	2.1145584725536994
[MAP3K11i]-[SOS1i]	2.9859154929577465
[MAP3K11i]-[GRB2i]	2.9759036144578315
[MAP3K11i]-[PLCG1i]	2.98
[MAP3K11i]-[PTPN6i]	2.98
[MAP3K11i]-[SYKi]	2.9744444444444444
[MAP3K11i]-[CASP9i]	3.0
[MAP3K11i]-[PDPK1i]	2.5591517857142856
[MAP3K11i]-[ILKi]	2.97
[MAP3K11i]-[PAK1i]	2.97
[MAP3K11i]-[MEK_fi]	2.9767441860465116
[MAP3K11i]-[SOCS1_gi]	2.9706546275395036
[MAP3K11i]-[mTORC1_ci]	2.970873786407767
[MAP3K11i]-[PRKCDi]	2.9794050343249427
[MAP3K11i]-[PLK1i]	2.9789719626168223
[MAP3K11i]-[MAPKAPK2i]	2.9799107142857144
[MAP3K11i]-[IRAK1i]	2.9793103448275864
[MAP3K11i]-[ISGF3_ci]	2.98
[MAP3K11i]-[SOCS1i]	2.9706546275395036
[MAP3K11i]-[STAT3i]	2.98
[MAP3K11i]-[STAT1i]	2.9706546275395036
[MAP3K11i]-[STAT2i]	2.98
[MAP3K11i]-[JAK_fi]	2.98
[MAP3K11i]-[AXIN1i]	2.977777777777778
[MAP3K11i]-[MDM2i]	2.5767326732673266
[MAP3K11i]-[CK1_fi]	2.98
[MAP3K11i]-[ITCHi]	2.96
[MAP3K11i]-[TP53i]	2.98
[MAP3K11i]-[NFKB_fi]	2.98
[MAP3K11i]-[IKBKBi]	2.977272727272727
[MAP3K11i]-[REL_fi]	2.98
[MAP3K11i]-[PIAS1i]	2.9799107142857144
[MAP3K11i]-[AKT_fi]	1.844504021447721
[MAP3K11i]-[MAPK14i]	2.9055299539170507
[MAP3K11i]-[CBPp300_ci]	2.902439024390244
[MAP3K11i]-[SKIi]	2.98
[MAP3K11i]-[PPM1Ai]	2.98
[MAP3K11i]-[ERK_fi]	2.9233716475095783
[MAP3K11i]-[GSK3_fi]	2.98
[MAP3K11i]-[PPP1CAi]	3.0
[MAP3K11i]-[TAB_fi]	2.977272727272727
[MAP3K11i]-[MAP3K7i]	2.977272727272727
[MAP3K11i]-[SMAD4i]	2.98
[MAP3K11i]-[SMAD1i]	2.98
[MAP3K11i]-[SMAD5i]	2.98
[MAP3K11i]-[BMPR2i]	2.98
[MAP3K11i]-[ACVR1i]	2.98
[MAP3K11i]-[SRCi]	2.98
[MAP3K11i]-[SMAD3i]	2.98
[MAP3K11i]-[SHC1i]	2.9759036144578315
[MAP3K11i]-[SMAD6i]	2.977578475336323
[MAP3K11i]-[TRAF6i]	2.9787735849056602
[MAP3K11i]-[SMAD7i]	2.984375
[MAP3K11i]-[SMURF1i]	2.979020979020979
[MAP3K11i]-[SMURF2i]	2.9466666666666668
[MAP3K11i]-[SMAD2i]	2.977329974811083
[MAP3K11i]-[TGFBR2i]	2.98
[MAP3K11i]-[TGFBR1i]	2.98
[MAP3K11i]-[DVL_fi]	2.98
[MAP3K11i]-[DAAM1i]	2.98
[MAP3K11i]-[PARD6Ai]	2.98
[MAP3K11i]-[AP1_ci]	2.9621559633027523
[MAP3K11i]-[MYCi]	1.9668367346938775
[MAP3K11i]-[JUNi]	2.98
[MAP3K11i]-[ATF2i]	2.98
[MAP3K11i]-[FOSi]	2.98
[MAP3K11i]-[SRFi]	2.98
[MAP3K11i]-[PTENi]	2.98
[MAP3K11i]-[CFL_fi]	2.98
[MAP3K11i]-[LIMK1i]	2.98
[MAP3K11i]-[LIMK2i]	2.98
[MAP3K11i]-[CDC42i]	2.98
[MAP3K11i]-[ARHGAP24i]	2.98
[MAP3K11i]-[RAC_fi]	2.9699367088607596
[MAP3K11i]-[TIAM1i]	2.98
[MAP3K11i]-[RHOAi]	2.98
[MAP3K11i]-[RND3i]	2.98
[MAP3K11i]-[CASP3i]	2.98
[MAP3K11i]-[JNK_fi]	2.96
[MAP3K11i]-[MAP2K7i]	2.98
[MAP3K11i]-[MAPK8IP3i]	2.98
[MAP3K11i]-[ROCK1i]	2.98
[MAP3K11i]-[Prosurvivali]	2.98
[MAP3K11i]-[Antisurvivali]	2.98
[MAP3K4i]-[MAP2K4i]	2.9913793103448274
[MAP3K4i]-[DUSP1i]	2.8434579439252334
[MAP3K4i]-[MAP3K5i]	2.98
[MAP3K4i]-[MAP2K3i]	2.98
[MAP3K4i]-[DUSP6i]	2.971590909090909
[MAP3K4i]-[RAF_fi]	2.98
[MAP3K4i]-[KRASi]	2.9807073954983925
[MAP3K4i]-[RTPK_fi]	2.1145584725536994
[MAP3K4i]-[SOS1i]	2.9859154929577465
[MAP3K4i]-[GRB2i]	2.9759036144578315
[MAP3K4i]-[PLCG1i]	2.98
[MAP3K4i]-[PTPN6i]	2.98
[MAP3K4i]-[SYKi]	2.9744444444444444
[MAP3K4i]-[CASP9i]	3.0
[MAP3K4i]-[PDPK1i]	2.5591517857142856
[MAP3K4i]-[ILKi]	2.97
[MAP3K4i]-[PAK1i]	2.97
[MAP3K4i]-[MEK_fi]	2.9767441860465116
[MAP3K4i]-[SOCS1_gi]	2.9706546275395036
[MAP3K4i]-[mTORC1_ci]	2.970873786407767
[MAP3K4i]-[PRKCDi]	2.9794050343249427
[MAP3K4i]-[PLK1i]	2.9789719626168223
[MAP3K4i]-[MAPKAPK2i]	2.9799107142857144
[MAP3K4i]-[IRAK1i]	2.9793103448275864
[MAP3K4i]-[ISGF3_ci]	2.98
[MAP3K4i]-[SOCS1i]	2.9706546275395036
[MAP3K4i]-[STAT3i]	2.98
[MAP3K4i]-[STAT1i]	2.9706546275395036
[MAP3K4i]-[STAT2i]	2.98
[MAP3K4i]-[JAK_fi]	2.98
[MAP3K4i]-[AXIN1i]	2.977777777777778
[MAP3K4i]-[MDM2i]	2.5767326732673266
[MAP3K4i]-[CK1_fi]	2.98
[MAP3K4i]-[ITCHi]	2.96
[MAP3K4i]-[TP53i]	2.98
[MAP3K4i]-[NFKB_fi]	2.98
[MAP3K4i]-[IKBKBi]	2.977272727272727
[MAP3K4i]-[REL_fi]	2.98
[MAP3K4i]-[PIAS1i]	2.9799107142857144
[MAP3K4i]-[AKT_fi]	1.844504021447721
[MAP3K4i]-[MAPK14i]	2.9055299539170507
[MAP3K4i]-[CBPp300_ci]	2.902439024390244
[MAP3K4i]-[SKIi]	2.98
[MAP3K4i]-[PPM1Ai]	2.98
[MAP3K4i]-[ERK_fi]	2.9233716475095783
[MAP3K4i]-[GSK3_fi]	2.98
[MAP3K4i]-[PPP1CAi]	3.0
[MAP3K4i]-[TAB_fi]	2.977272727272727
[MAP3K4i]-[MAP3K7i]	2.977272727272727
[MAP3K4i]-[SMAD4i]	2.98
[MAP3K4i]-[SMAD1i]	2.98
[MAP3K4i]-[SMAD5i]	2.98
[MAP3K4i]-[BMPR2i]	2.98
[MAP3K4i]-[ACVR1i]	2.98
[MAP3K4i]-[SRCi]	2.98
[MAP3K4i]-[SMAD3i]	2.98
[MAP3K4i]-[SHC1i]	2.9759036144578315
[MAP3K4i]-[SMAD6i]	2.977578475336323
[MAP3K4i]-[TRAF6i]	2.9787735849056602
[MAP3K4i]-[SMAD7i]	2.984375
[MAP3K4i]-[SMURF1i]	2.979020979020979
[MAP3K4i]-[SMURF2i]	2.9466666666666668
[MAP3K4i]-[SMAD2i]	2.977329974811083
[MAP3K4i]-[TGFBR2i]	2.98
[MAP3K4i]-[TGFBR1i]	2.98
[MAP3K4i]-[DVL_fi]	2.98
[MAP3K4i]-[DAAM1i]	2.98
[MAP3K4i]-[PARD6Ai]	2.98
[MAP3K4i]-[AP1_ci]	2.9621559633027523
[MAP3K4i]-[MYCi]	1.9668367346938775
[MAP3K4i]-[JUNi]	2.98
[MAP3K4i]-[ATF2i]	2.98
[MAP3K4i]-[FOSi]	2.98
[MAP3K4i]-[SRFi]	2.98
[MAP3K4i]-[PTENi]	2.98
[MAP3K4i]-[CFL_fi]	2.98
[MAP3K4i]-[LIMK1i]	2.98
[MAP3K4i]-[LIMK2i]	2.98
[MAP3K4i]-[CDC42i]	2.98
[MAP3K4i]-[ARHGAP24i]	2.98
[MAP3K4i]-[RAC_fi]	2.9699367088607596
[MAP3K4i]-[TIAM1i]	2.98
[MAP3K4i]-[RHOAi]	2.98
[MAP3K4i]-[RND3i]	2.98
[MAP3K4i]-[CASP3i]	2.98
[MAP3K4i]-[JNK_fi]	2.96
[MAP3K4i]-[MAP2K7i]	2.98
[MAP3K4i]-[MAPK8IP3i]	2.98
[MAP3K4i]-[ROCK1i]	2.98
[MAP3K4i]-[Prosurvivali]	2.98
[MAP3K4i]-[Antisurvivali]	2.98
[MAP2K4i]-[DUSP1i]	2.8228228228228227
[MAP2K4i]-[MAP3K5i]	2.9913793103448274
[MAP2K4i]-[MAP2K3i]	2.986772486772487
[MAP2K4i]-[DUSP6i]	2.983164983164983
[MAP2K4i]-[RAF_fi]	3.0
[MAP2K4i]-[KRASi]	3.0
[MAP2K4i]-[RTPK_fi]	2.03943661971831
[MAP2K4i]-[SOS1i]	3.0
[MAP2K4i]-[GRB2i]	2.987577639751553
[MAP2K4i]-[PLCG1i]	2.9913793103448274
[MAP2K4i]-[PTPN6i]	2.9913793103448274
[MAP2K4i]-[SYKi]	2.9841954022988504
[MAP2K4i]-[CASP9i]	3.0
[MAP2K4i]-[PDPK1i]	2.689306358381503
[MAP2K4i]-[ILKi]	2.978448275862069
[MAP2K4i]-[PAK1i]	2.976993865030675
[MAP2K4i]-[MEK_fi]	2.9545454545454546
[MAP2K4i]-[SOCS1_gi]	2.9713467048710602
[MAP2K4i]-[mTORC1_ci]	2.988888888888889
[MAP2K4i]-[PRKCDi]	2.990936555891239
[MAP2K4i]-[PLK1i]	2.990990990990991
[MAP2K4i]-[MAPKAPK2i]	2.9911504424778763
[MAP2K4i]-[IRAK1i]	2.9909090909090907
[MAP2K4i]-[ISGF3_ci]	2.9913793103448274
[MAP2K4i]-[SOCS1i]	2.9713467048710602
[MAP2K4i]-[STAT3i]	2.9913793103448274
[MAP2K4i]-[STAT1i]	2.9713467048710602
[MAP2K4i]-[STAT2i]	2.9913793103448274
[MAP2K4i]-[JAK_fi]	2.9913793103448274
[MAP2K4i]-[AXIN1i]	2.9901960784313726
[MAP2K4i]-[MDM2i]	2.611801242236025
[MAP2K4i]-[CK1_fi]	2.9913793103448274
[MAP2K4i]-[ITCHi]	2.9791666666666665
[MAP2K4i]-[TP53i]	2.9913793103448274
[MAP2K4i]-[NFKB_fi]	2.9913793103448274
[MAP2K4i]-[IKBKBi]	2.989795918367347
[MAP2K4i]-[REL_fi]	2.9913793103448274
[MAP2K4i]-[PIAS1i]	2.9911504424778763
[MAP2K4i]-[AKT_fi]	1.844504021447721
[MAP2K4i]-[MAPK14i]	2.9055299539170507
[MAP2K4i]-[CBPp300_ci]	2.946372239747634
[MAP2K4i]-[SKIi]	2.9913793103448274
[MAP2K4i]-[PPM1Ai]	2.9913793103448274
[MAP2K4i]-[ERK_fi]	2.9292929292929295
[MAP2K4i]-[GSK3_fi]	2.9913793103448274
[MAP2K4i]-[PPP1CAi]	3.0
[MAP2K4i]-[TAB_fi]	2.9908814589665655
[MAP2K4i]-[MAP3K7i]	2.9908814589665655
[MAP2K4i]-[SMAD4i]	2.9914285714285715
[MAP2K4i]-[SMAD1i]	2.9913793103448274
[MAP2K4i]-[SMAD5i]	2.9913793103448274
[MAP2K4i]-[BMPR2i]	2.9913793103448274
[MAP2K4i]-[ACVR1i]	2.9913793103448274
[MAP2K4i]-[SRCi]	2.9913793103448274
[MAP2K4i]-[SMAD3i]	2.9913793103448274
[MAP2K4i]-[SHC1i]	2.987577639751553
[MAP2K4i]-[SMAD6i]	2.9881656804733727
[MAP2K4i]-[TRAF6i]	2.9906832298136647
[MAP2K4i]-[SMAD7i]	2.9830028328611897
[MAP2K4i]-[SMURF1i]	2.9908536585365852
[MAP2K4i]-[SMURF2i]	2.9482758620689653
[MAP2K4i]-[SMAD2i]	2.99009900990099
[MAP2K4i]-[TGFBR2i]	2.991501416430595
[MAP2K4i]-[TGFBR1i]	2.991501416430595
[MAP2K4i]-[DVL_fi]	2.9913793103448274
[MAP2K4i]-[DAAM1i]	2.9913793103448274
[MAP2K4i]-[PARD6Ai]	2.9913793103448274
[MAP2K4i]-[AP1_ci]	2.9691176470588236
[MAP2K4i]-[MYCi]	1.9764309764309764
[MAP2K4i]-[JUNi]	2.9913793103448274
[MAP2K4i]-[ATF2i]	2.9913793103448274
[MAP2K4i]-[FOSi]	2.9913793103448274
[MAP2K4i]-[SRFi]	2.9913793103448274
[MAP2K4i]-[PTENi]	2.9913793103448274
[MAP2K4i]-[CFL_fi]	2.9913793103448274
[MAP2K4i]-[LIMK1i]	2.9913793103448274
[MAP2K4i]-[LIMK2i]	2.9913793103448274
[MAP2K4i]-[CDC42i]	2.9913793103448274
[MAP2K4i]-[ARHGAP24i]	2.9913793103448274
[MAP2K4i]-[RAC_fi]	2.97787610619469
[MAP2K4i]-[TIAM1i]	2.9913793103448274
[MAP2K4i]-[RHOAi]	2.9913793103448274
[MAP2K4i]-[RND3i]	2.9913793103448274
[MAP2K4i]-[CASP3i]	2.9913793103448274
[MAP2K4i]-[JNK_fi]	2.9791666666666665
[MAP2K4i]-[MAP2K7i]	2.9913793103448274
[MAP2K4i]-[MAPK8IP3i]	2.9913793103448274
[MAP2K4i]-[ROCK1i]	2.9913793103448274
[MAP2K4i]-[Prosurvivali]	2.9913793103448274
[MAP2K4i]-[Antisurvivali]	2.9913793103448274
[DUSP1i]-[MAP3K5i]	2.8434579439252334
[DUSP1i]-[MAP2K3i]	2.8434579439252334
[DUSP1i]-[DUSP6i]	2.816860465116279
[DUSP1i]-[RAF_fi]	2.841897233201581
[DUSP1i]-[KRASi]	2.841897233201581
[DUSP1i]-[RTPK_fi]	1.9534313725490196
